# C6 folds; spec=docs/plans/2026-09-23-c6-control-specification.md sha256=32f2e403a30a6669c9d93ffb07acbfa3147d20c1804a853071724440a030f261 (LF-normalised); generator=results/genome/c6/make_folds.py sha256=700ce69ee57ca7df661647a77e1aa248d7da962e5eaec39617e37305b1b4779e (LF-normalised); key=sha256('C6-v1:'+pair_birth_id); fold=rank mod 10 within stratum; see folds.meta.json
src,tar,src_birth_id,tar_birth_id,pair_birth_id,stratum,flag,fold_key_sha256,rank_in_stratum,fold
Am,R2,ae7eec9cc6aa,b075082bb026,9b8688e42334,nonempty,,3a5494b82c56f27456b525392693d7e6ca4897a8dfde676a183cee3315ed6cc2,149,9
Am,R3,ae7eec9cc6aa,a9358d78ca90,54bc39a98b43,empty,,ff7cdba728a14d48c585cf938aef85e5f7e9d5a1166775e006c52cd769d92cbf,3614,4
Am,R4,ae7eec9cc6aa,d54d0db004dc,1e83a82e5c40,nonempty,,d1f34a21ed62f19985961a03bd63a807a9976b90050cd5402f9aa3bc76f2208b,492,2
Am,R5,ae7eec9cc6aa,bf135de1db2a,c76d4e39de2d,nonempty,,b921781741a089dadf0597d31c8c3576e2a7e2ea3d93707ccaaffad0fae5901e,429,9
Am,R6,ae7eec9cc6aa,ef2dad65a896,5bd512de8d91,empty,,3e250573b5ca7a878da76b170f520505680c2500345280d2d48cf56f2578e894,873,3
Am,R7,ae7eec9cc6aa,ee8007a1d4ca,9a3132e29dbb,empty,,c71f5c7ee5683afcb4d10a7af0cda397b13d9904d5b13b0905b6b96ebd85ec2a,2819,9
Am,R8,ae7eec9cc6aa,8c5b077524c1,20aa3bdde54f,empty,,d3f7567a7ae7ed3562e8994a7625a9215e33bb7fc2a3b726f17237c1fbec37db,2994,4
Am,T1,ae7eec9cc6aa,7fccce4faa2f,99c796503da4,nonempty,,8a34a37988d2914d3a6ab2079b2105b29066830eba21c2c98d7645ff20fa4791,326,6
Am,T2,ae7eec9cc6aa,2c81c87fcf2c,18d7753d33d9,empty,,8f06a27f798fea969d259e47be063398eb7851c5477b8cc7d74a3dc8cf5cf1f6,2028,8
Am,T2a,ae7eec9cc6aa,e4707238632a,21670850c791,empty,,9d68e0052255479540b7c17914639c83a964c866b550b9c6e116c41565fb2869,2238,8
Am,T3,ae7eec9cc6aa,3b9aa8bb490c,399a41cc3f2c,empty,,4c0742af49a852bbc5596035e1970e24a78ff6d8f76028dd705c4fb37b44ebcc,1057,7
Am,T4a,ae7eec9cc6aa,a722a78be07c,0b5e21f3e3fe,empty,,751054e4a10ac8220c47974d735a46daeeb53cb533c0ff23687ef006f32a5b88,1677,7
Am,T4b,ae7eec9cc6aa,8dac2399d9d3,226bd9b5af9d,empty,,6c12163f86e5ed3b38dca039b892d521edc0cbc9f109a8ebf530a6e05994b73a,1543,3
Am,T4c,ae7eec9cc6aa,3a2a1325fb93,7766612e9cd1,empty,,9dee49ed0676f97eedee94fe887b6c3d3248dbc541dbea446ed04a5925dae173,2250,0
Am,T4d,ae7eec9cc6aa,0645a54521a8,19e876446334,empty,,3f2807ae183feaf8834e92716f97282ba38413a18b97c973fac3280593ae28ef,885,5
Am,T5a,ae7eec9cc6aa,9fd1579bc37e,be1c03006308,empty,,6ae866fa3598489e432f072846cbdd237dd6569a16b92f1203836d886cb38b0d,1519,9
Am,T5b,ae7eec9cc6aa,3c304e466112,11de05935951,empty,,f903b965b3e1e88f492818cbad3fad537f0df5da9f9c020ee8b08398b48fd3ce,3516,6
Am,T5c,ae7eec9cc6aa,4236c6342cc5,08f1754a0ff4,empty,,d6101e639f1fb3c8c7d8872827940c63b8f559b1b9e85c1fa9bdbbb3aa8218ea,3021,1
Am,T5d,ae7eec9cc6aa,f0bbaae7f4af,6efde2380d14,empty,,799770105458fc57c10da80fb4c3e511e142e15ca7b7232e424399d383e94b96,1739,9
Am,Tm1,ae7eec9cc6aa,6b080cbcddcf,cbe7d44e2938,empty,,af65ea39930c1a52a0d4fc8279670007b7729e2c525707d49f6b0025c2c91374,2512,2
Am,Tm16,ae7eec9cc6aa,7a0908bbdc11,957609189fad,empty,,309aa2cefc5ee99d3ec0bda3a1dad7d21eac3996339fbbc7a3c8bcc2fc579e80,678,8
Am,Tm2,ae7eec9cc6aa,1716679973ed,84d9253a99ba,empty,,71b87d61d5bd4b967322bd272d09e7728b5a11adef98d8a5e4f80919ae12f9bb,1622,2
Am,Tm20,ae7eec9cc6aa,5202f2beeefe,822e2f3512f1,empty,,96043bf7bc300ef32b95c183accbddb78045301fe37ece83df7b19da5beb0804,2137,7
Am,Tm28,ae7eec9cc6aa,0a8ba80929dc,5f16219df671,empty,,fc01a704caf57055b6abe90bc3ae4b4514581830439b7bdf899bb092c82f1840,3555,5
Am,Tm3,ae7eec9cc6aa,1d04dc9e4e44,556397e197de,empty,,f8b3587079437891db90f6e5c99461e491e7df8d0890303937f5c1f059b26813,3509,9
Am,Tm30,ae7eec9cc6aa,fabbe5261153,d5fb1eecc810,empty,,fdf376f853acdff964864f084d5577312b0faefbac353f54264e2510c6124d03,3594,4
Am,Tm4,ae7eec9cc6aa,8f9d79739978,d56fb2eb4843,empty,,12914c71bf32a54a93a47142351f48034a21dce963053957a21b93b791a7d71a,241,1
Am,Tm5Y,ae7eec9cc6aa,05257d37421c,eb246e837802,empty,,e847ea772c0bc84c990ae9f2544c0e3d16043c7910bfe2a9733e5585f2d991b2,3272,2
Am,Tm5a,ae7eec9cc6aa,e2174a9084c8,329c69a7df1d,empty,,5a47d30b61678f342b6743a304325e513693e3ab396e7785bd7eda5576abcd00,1287,7
Am,Tm5b,ae7eec9cc6aa,5bd7d91f26e1,ca21327ee420,empty,,82de1ec28b2b2a7ec74939a52c5eca71d423649879b8255faae7147114e5f6d9,1856,6
Am,Tm5c,ae7eec9cc6aa,2455576c666d,d50d5f3d6899,empty,,fcb3c74e9b281be2b43048c1584608f1d8673af0474e5672de5ad0f44a877de5,3570,0
Am,Tm9,ae7eec9cc6aa,d00cef6913df,ab3f925caa6b,empty,,469203b36a7d13c2cca5accfdb0ab1e39f5b37f51bdf8e56815b8379940b72b7,989,9
Am,TmY10,ae7eec9cc6aa,d1d3392c46d1,d343c96b4892,empty,,7e7f4dbe0d929c2706a96dc7baf8391b1a28775136ec5f0d0107249dafc6b0ac,1798,8
Am,TmY13,ae7eec9cc6aa,e8c21941580e,0c7ae1269b8e,empty,,8fc256ce7f4776f21f39223c42033dc2292bcf7f6c36b9d9603e6d80d4c903ce,2041,1
Am,TmY14,ae7eec9cc6aa,28a670a5d3c8,f5a1dbb99e21,empty,,5da02962f2c8ba63dcab204504638b324226323eb54f84609293689de04f6290,1340,0
Am,TmY15,ae7eec9cc6aa,18fb00442a43,5cd241d01498,empty,,fde098b6d116adf2a7b52cdecd3520f7674db4f4721a5f4db73091f2674b12c5,3592,2
Am,TmY18,ae7eec9cc6aa,dd5eb1fb0caf,f2c9fe84fb83,empty,,5a804c9d47d029184cbddbc77d830861ed697cc41ed43a518413ce747dfc5887,1290,0
Am,TmY3,ae7eec9cc6aa,607b8ed34a33,d39373a0d0ec,empty,,961955d8835e96976506a5faa5802dd24c4331bbe12d91e777d62cd92d787f87,2139,9
Am,TmY4,ae7eec9cc6aa,887ba31d1e5d,f987450e7c1d,empty,,08afe300f1fdd1168bc728a92cc21df8d9e59f8de91ce80239708353dce66d1a,108,8
Am,TmY5a,ae7eec9cc6aa,3ad6ff7262ce,7f0aa524945f,empty,,5613aa70b893d47a6707ae40a77cf3358098346d007ec341615ac6e73ea625d9,1217,7
Am,TmY9,ae7eec9cc6aa,7af2610d274e,5feb4aa7bfad,empty,,627314514c7f5bb88a41d4f72d65428bd24e9555a9fa52448e93f458a79e3494,1403,3
C2,Am,ac7377b4f393,ae7eec9cc6aa,d29ae87a9af9,nonempty,,658c78e19cc2a1f0fe4b91697587f1c7a95b372720f56f95656bd8f35a790731,241,1
C2,C2,ac7377b4f393,ac7377b4f393,5e6559da8f1b,empty,,16e6854df947702bc113bb274e461272bc39d4c7253386299e06fc8ef1b0adb5,314,4
C2,C3,ac7377b4f393,6182a4f16e6d,66289ea80679,empty,,2e8e97f0790f40bc4cdcbe1c5a5942920ad6fd587b8a7824ad5aad4305c51311,648,8
C2,CT1(Lo1),ac7377b4f393,7c280b5b9f34,a85b26aadace,empty,,b86345820647d97b992a08b1c2889ec448c6fbe425768c11890e317c91b95fa6,2614,4
C2,CT1(M10),ac7377b4f393,63667a4a1a53,6eeca7442e44,empty,,2a5432942ad0dabd0777d8144b532a2529914788797f9a1cb377b304e0fe0361,579,9
C2,L1,ac7377b4f393,ad5110ebac00,df940f36bde0,nonempty,,c9a702611c6e1dd376c4b1d84e8851beedfda99bafaa5f6fb95616b109dd2182,478,8
C2,L2,ac7377b4f393,36f25ce16c8f,72c62138dfc1,nonempty,,d81a5b7ecb1f09a6c969af0d8f1181a5758b11d078f0ea9e9c29447298ed84a8,512,2
C2,L3,ac7377b4f393,fd5e84317740,c62711971002,nonempty,,c4b6cfcfd7901e31fa6d6c0c2253c844dfb843fc2019e93e3871e126739230ef,465,5
C2,L4,ac7377b4f393,7c19534e0d84,1ca0d8f910da,nonempty,,17bb2c5fc271bfea2bd80c4f1a81c2b53dbb5776a0321b5c87d0845d7c01f31e,72,2
C2,L5,ac7377b4f393,cc98a8db805e,86123b231217,nonempty,,15aa0bbebeb27691b2b1d302867072e06d2b9eadd5281acebeec709b04979754,67,7
C2,Lawf1,ac7377b4f393,2627beca1340,0f93f5ead56f,empty,,779adbd349edc44a90a2b208b78bbe42fe28af5bb0d9a33b61d78ec55cc3aee1,1713,3
C2,Lawf2,ac7377b4f393,3a1e8d7d01c3,238b249ef926,nonempty,,385544967993c4db22a5516546c203f50f9900e9d5ee02ae735cd342abd05081,145,5
C2,Mi1,ac7377b4f393,af1ee12c7a13,c5440d266bfa,nonempty,,574e7ff011bfde76f4dc602ee3a1ffa15f90e572e37f163b9c68e6a52cd29d62,203,3
C2,Mi10,ac7377b4f393,59362ec08e0b,25aa54e4887b,empty,,1e8d3e8f402e6abbebe3aa050356ad0520216e214f47c0c4903f4d35bbd43581,407,7
C2,Mi11,ac7377b4f393,f8c7207459cd,03ea5e1a3fca,empty,,dd40e7a269ced2ee6c117c3055c98bfd2c272a50db0b20864ed3db796e84d7d3,3125,5
C2,Mi12,ac7377b4f393,22599a5bd694,ce4cf4fed5be,empty,,88fbe039fcdef1233dc39f5e8f1ec38cac52da0f3d04ddd827842592c03b34a7,1945,5
C2,Mi13,ac7377b4f393,7fd7d345df8e,f7c5731b1a34,empty,,87c785a243523e1203e68a7090d2a17c19c1270f33917c865422d7a3baeff40b,1933,3
C2,Mi14,ac7377b4f393,b33da6e1384a,1801da657a7b,empty,,bff2097d7b8507fe765c1fd7dfa0735d9a739e37996305ef79ace56eed61dc13,2709,9
C2,Mi15,ac7377b4f393,4dd1eb26b0df,abd487b29204,empty,,4e9093f073f7ec54846e488a5b730026d60407087a32114c336589d7eb4ef271,1098,8
C2,Mi2,ac7377b4f393,8d98b9eb6175,ca01dc409104,empty,,58ddd150c168aec15d18f151f2e6a9bf6032aa8ce7c88bb783a95bf0e00b8274,1265,5
C2,Mi3,ac7377b4f393,0172ab6332cf,a400cfb486b5,empty,,70444db3e4777eeeff46c71a6f7529c76decbcc82a683675bc90e3822d7a67ed,1598,8
C2,Mi4,ac7377b4f393,7c9f2d10b0f7,f143008f7169,empty,,09fb11715c7371e19478bfbbb512cb459f42eae763db70a9a5aab3f15e0240c2,123,3
C2,Mi9,ac7377b4f393,760f78ba3287,37767e8e2e9e,empty,,e48f0b559da5b163401d2cd13a4b9bf8a986764e09cd4117dc47f09b07cadbf6,3227,7
C2,R1,ac7377b4f393,9654b247b494,1d1578e8da03,empty,,c0cd7ec9580ade423d75f25edc22db33b76f2fc96ea44cea5d6f2a5bbfca267d,2721,1
C2,R2,ac7377b4f393,b075082bb026,f9dbb78859cd,empty,,0e08cf6aa98cbba84268550dfd03f1d12a968c7040368dbd6aeee421325725c3,181,1
C2,R3,ac7377b4f393,a9358d78ca90,64f5f9a5df5f,empty,,dd3708b84a6c3e02cf67b207eeb48cb8492e4abc7c692ad58fdbce87c3028e43,3124,4
C2,R4,ac7377b4f393,d54d0db004dc,45e84a2e7849,empty,,9e8072cac37d6932849f9805ae9b0da87638142a78c6e33240588b0100584355,2261,1
C2,R5,ac7377b4f393,bf135de1db2a,f33c08e9d123,empty,,e7bca68982eb1de66eb71c8a72087d48948cfabd5bd2efbd211f08920a2531d8,3262,2
C2,R6,ac7377b4f393,ef2dad65a896,f80149e046f6,empty,,831478fa9b90742964ab618d90e84c4099804ab90fbe079c0108e64cc4fbf514,1860,0
C2,R7,ac7377b4f393,ee8007a1d4ca,923128f34552,empty,,7fa28d2845a4ead6eae3f596691403d7e5e39ab5728727bd751ad90088be1dff,1815,5
C2,R8,ac7377b4f393,8c5b077524c1,361ce2e27939,empty,,822d74ac652e7ab5e61b9d0c99f5fc8cc45dd1ba657b62054dab622b1243c3dc,1851,1
C2,T1,ac7377b4f393,7fccce4faa2f,78302d5f04f0,nonempty,,1146fb8ef6d92e85a42b8ceaba4dd59bfd58f42c8ed47b8a70e231e59f8c98b5,52,2
C2,T2,ac7377b4f393,2c81c87fcf2c,749598e6d533,nonempty,,05e4d5bcf2ee69d96ecc46c8e8344f9754c93f6f3e83cc04378c65b0b3bf47ab,20,0
C2,T2a,ac7377b4f393,e4707238632a,0568023e2133,empty,,422813b966ec3282d6a662d7e71221a5f9cf4fe15cfc848c0b32ea80efe8d03e,923,3
C2,T3,ac7377b4f393,3b9aa8bb490c,e3d0ec40c93d,empty,,6fbf8506a37470f391a88084d397456a3bf8476e93553a1816639366b7c6e26e,1591,1
C2,T4a,ac7377b4f393,a722a78be07c,24a1f6bafcf6,nonempty,,5eb155ae91a52cc63e3489a9b6e9854a3d2d480683618aff812198ce42fd62c1,221,1
C2,T4b,ac7377b4f393,8dac2399d9d3,0e9608094309,empty,,5f4536cd4d8155840553627726045719928e5cccafbfe6f17c93f2fb43738c3c,1362,2
C2,T4c,ac7377b4f393,3a2a1325fb93,ac13238da823,empty,,571f3d653acde1991bc311165ba856f9d92167c3c047cf84450e2e6f6b24f1aa,1231,1
C2,T4d,ac7377b4f393,0645a54521a8,75fe8da059e3,empty,,fdc9b2baf081f2f526faa5b26bd0d1c503a252d6f5f99166a51863cab602b25e,3589,9
C2,T5a,ac7377b4f393,9fd1579bc37e,0935f5538e2d,empty,,9d961381deb21604f41575e67464434b64d1243a6b5ad041bc716aec00c1f4f6,2242,2
C2,T5b,ac7377b4f393,3c304e466112,29bfa98c4afd,empty,,58496a7132c23cbdb61b852da0844b6625fd3a9fd03f43115a908d21336e5677,1254,4
C2,T5c,ac7377b4f393,4236c6342cc5,a8a0047759ff,empty,,ce89271d7f3eb615cc49a99af29b546d03f1cbc0cd4cecc2afb369dd3a95c528,2914,4
C2,T5d,ac7377b4f393,f0bbaae7f4af,64b97f0627a2,empty,,0e1957b9eaeeb8d03843a56ea9d7c3ea935fa1f199aa34c4824438495646d6ff,183,3
C2,Tm1,ac7377b4f393,6b080cbcddcf,3b0ff6ce6d57,nonempty,,77ca58a7df06c1a47ad2d04435f4563eee4faf0fa3503ece91ddd2b9509acbd4,288,8
C2,Tm16,ac7377b4f393,7a0908bbdc11,dfc30fe2d409,empty,,adbea4de8aa83bdd0cb11323793c16f53d531956497f157afa84173d22123a5f,2491,1
C2,Tm2,ac7377b4f393,1716679973ed,2f70feb64884,empty,,20c997e97626bce405d6d8bd189cd166c6a2685ddcc669134044f745ecfc9b5e,447,7
C2,Tm20,ac7377b4f393,5202f2beeefe,b08a44396fd2,empty,,16d39ee65ba16aa6db59b6d45425a9b349a1c868e1e2f93da9dacba53ceab172,312,2
C2,Tm28,ac7377b4f393,0a8ba80929dc,288f8624156f,empty,,104243825256f179951200236d9e08cab84c941c08391db21efb4bc1bc2b5d5e,210,0
C2,Tm3,ac7377b4f393,1d04dc9e4e44,2844a3d904aa,empty,,d0e68f671309c01749db94615dc42442d4816253da9d1ed557cf89c18cfe26ef,2945,5
C2,Tm30,ac7377b4f393,fabbe5261153,4137ee603596,empty,,ea0a4c2595a92ba044e018f3bc0b73c658f1d13088bcb494e9cf1d53fcc95bd1,3314,4
C2,Tm4,ac7377b4f393,8f9d79739978,c0c911fe4188,empty,,5243ee91a8eecfb6e277c5f74be57dfe16b83675632b749493282f94c82a51f4,1156,6
C2,Tm5Y,ac7377b4f393,05257d37421c,f835bb57c34b,empty,,e0dc5d5b213f0484bdb7e6bb26986fcbbcfe3e017b9ae37a1aa08087f63dbda9,3175,5
C2,Tm5a,ac7377b4f393,e2174a9084c8,adb0d8899e68,empty,,0839ae568f18d3f3534effd38437a61c9dd85143fc0829e42a5e0e4461692b77,99,9
C2,Tm5b,ac7377b4f393,5bd7d91f26e1,89ab96b3af65,empty,,bdd5b928d129e2f52a0ab0fd4a73fc7a189f396edf4e2599056bf95931f86bbc,2686,6
C2,Tm5c,ac7377b4f393,2455576c666d,83fc8ac69eb6,empty,,13bc9fa92f0a1b823eac778c24d13e402eaf23e036df7c468198bd3d96b4af35,259,9
C2,Tm9,ac7377b4f393,d00cef6913df,96d1c15752ca,nonempty,,f2a02b116d0a49ca225629dfe6e6f3ba48c43ec0e68a47b23a52fd3dadef8f10,575,5
C2,TmY10,ac7377b4f393,d1d3392c46d1,f4dde47c8702,empty,,2e6ed148040e204f0e41acfae48a5d3140f45d67b496dec43321186e6be0c1a6,646,6
C2,TmY13,ac7377b4f393,e8c21941580e,ba79bcf61fdb,empty,,996b155a37da20492d70dfa52b7be35ff755725621befc9f2eab16c53977bc13,2181,1
C2,TmY14,ac7377b4f393,28a670a5d3c8,f5f8434ea743,nonempty,,472e2756e27a2140da59ce39ff5d18448d29c50c0594ecf29707a6ccbe5f3a4f,172,2
C2,TmY15,ac7377b4f393,18fb00442a43,abde6a43dd41,empty,,35171bb6de60f7ef92c55ea96b0d75f7766b42ec3f035c1a0048258f87d95ef8,743,3
C2,TmY18,ac7377b4f393,dd5eb1fb0caf,be38a365cd50,empty,,0b093336739dcbdc73ffffda22c51c3ce2f78f0da90bb0559069d26370f5bdb2,144,4
C2,TmY3,ac7377b4f393,607b8ed34a33,b110f5923bbf,empty,,d930ac73bf62f2c0e0b08686fe8c34343adf4636af41b204582264a37ec6f247,3069,9
C2,TmY4,ac7377b4f393,887ba31d1e5d,6bb51bdf2e07,empty,,689695c5dd828ee9452f2fc2b2e6ce6b38e8ac182dfba502d1fac745e69b41d0,1477,7
C2,TmY5a,ac7377b4f393,3ad6ff7262ce,6bd0851281f4,empty,,4b7532d82b8ebedcad2906eb8bde2836e8407c22d6250f3a333507dbb8b1941d,1044,4
C2,TmY9,ac7377b4f393,7af2610d274e,b89a0a654e44,empty,,c1d36e443a8e04d500d1c2a34ddf61f458477a67165e6e5ad5b7a964498e28ad,2739,9
C3,Am,6182a4f16e6d,ae7eec9cc6aa,1d7d4262e341,nonempty,,57d96be7ad3fb6383e659f3fcf05585247095d89ae9bfdec1d07b28a451e8438,205,5
C3,C2,6182a4f16e6d,ac7377b4f393,1e5ac8a875fb,empty,,ecda02cb71b9d3a1c35b2e98a1a9d544fffd37bd26e057ecab2d69a5ad3faa68,3355,5
C3,C3,6182a4f16e6d,6182a4f16e6d,501799d00aa0,empty,,6da18ed53b70cac88afdd1564b4f559b258caf8925aedcf1f830421e06dcdc62,1565,5
C3,CT1(Lo1),6182a4f16e6d,7c280b5b9f34,645ee879e1db,empty,,8f607df203dddbc8649cfc09ab815a3048f490775ec0bf57fcd586d73b73b8cb,2033,3
C3,CT1(M10),6182a4f16e6d,63667a4a1a53,cf8f8cc4a817,nonempty,,666cfe1765928c7fb8c6a3b3514f610b90cc9852fc8fbfdaa6792b16bbd43b37,243,3
C3,L1,6182a4f16e6d,ad5110ebac00,a7a231f0db34,nonempty,,d8d143ad141f7090400b7df90656b2ebef6866a7296fc681c4157aea87c9fc32,514,4
C3,L2,6182a4f16e6d,36f25ce16c8f,1d57e6485786,nonempty,,7bad37a3355233c72c000abb0a3d242d67c61ea2c3d07359019583d67d0a5312,292,2
C3,L3,6182a4f16e6d,fd5e84317740,94fe890a6095,nonempty,,9120eb7d8c032897c60cfd2c55a0a6df610a77c334780c007fb9f509e574cb15,345,5
C3,L4,6182a4f16e6d,7c19534e0d84,31b4b78d7f4c,empty,,bd9d701c9cf4ee39270ab306e6f85e96fcf5445973eda8bbfe32a241e0985a3e,2684,4
C3,L5,6182a4f16e6d,cc98a8db805e,623f4ec0e556,nonempty,,a5baa4cafaf5a76f3a87e9d2cb510a90a76543cda5a53f8da395c1ad5a23628c,384,4
C3,Lawf1,6182a4f16e6d,2627beca1340,c2558860ea5d,empty,,697e983d0062f2708040b5facbb00aefc80cf963b1f18948669594abd90101a2,1492,2
C3,Lawf2,6182a4f16e6d,3a1e8d7d01c3,0cc1ae204b61,nonempty,,686484e9bae7415474f723742bc5850e0b9251eff0f4a7e9bf131689f64ba06d,247,7
C3,Mi1,6182a4f16e6d,af1ee12c7a13,1d58da322947,nonempty,,db39f04dcc2f8d9243ec365cdace2eb1a05722a095ada352bb6e83c7e88d0729,522,2
C3,Mi10,6182a4f16e6d,59362ec08e0b,a1a16a09e4e7,empty,,0494a03aea61a366796aa6adc38bd6c1bf98e394d37df68b0506f2089673f543,58,8
C3,Mi11,6182a4f16e6d,f8c7207459cd,221ff07c219e,empty,,824041556fbdc932ae6e4949f1dabe4074a67adc77a4813b02fb0d9ac436c4e4,1852,2
C3,Mi12,6182a4f16e6d,22599a5bd694,2a4f71b428b0,empty,,210919cee5fdd056702608e6c3a775d802c0c72bd4db017f2eca99c04f5091b4,453,3
C3,Mi13,6182a4f16e6d,7fd7d345df8e,ba6147e616a1,empty,,b499aef2573b14c110a1d288ab40e544612ce61d0c7bde51678dd6b83e0ecab2,2568,8
C3,Mi14,6182a4f16e6d,b33da6e1384a,033ee923ab35,empty,,11616880da565eeec0bdc22f9b763f2dd551095c39fffc31f7c4ba183a5fb8f5,226,6
C3,Mi15,6182a4f16e6d,4dd1eb26b0df,93063985982e,empty,,fda82fea188a0b5d13ffe54ba4dafbb3791de669fac8891f03c88355b0c8c7b1,3588,8
C3,Mi2,6182a4f16e6d,8d98b9eb6175,1925c86c7044,empty,,d32d020347e850dc772bf7b456f1176d6ea977ace13f855968009e351acd0391,2981,1
C3,Mi3,6182a4f16e6d,0172ab6332cf,57dfa0563468,empty,,5cc8508caa3b4d1ffb6b44f983479e3bc28773f0c5d362cb1b3ffcc145afb4ac,1326,6
C3,Mi4,6182a4f16e6d,7c9f2d10b0f7,c3aa1c56264a,nonempty,,02bf822310be0ad1cf3491dd768b5312701e805a6fefa92d0ef82e0f3056f06f,6,6
C3,Mi9,6182a4f16e6d,760f78ba3287,6f260f8a7d92,nonempty,,06582488db7ee5bc7ad8cddb6af11bffd4282a568902e1265a5c95a2236e235f,21,1
